C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_01_836.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_01_836.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_01_836.jpg,0,0,0,6.405369E-06,179.81,1.683795,89.85901
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_01_957.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_01_957.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_01_957.jpg,0,0,0,8.558095E-06,179.81,1.683794,89.85901
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_073.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_073.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_073.jpg,0,0,0,9.229791E-06,179.81,1.683794,89.85901
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_190.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_190.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_190.jpg,0,0,0,1.540154E-06,179.81,1.683794,89.85901
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_310.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_310.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_310.jpg,0,0.1717837,0,0.1484597,179.8103,1.683793,89.86131
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_439.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_439.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_439.jpg,0,0.5188597,0,0.7283728,179.8132,1.683751,89.88484
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_556.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_556.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_556.jpg,0,0.8720657,0,1.839717,179.8222,1.68361,89.95628
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_667.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_667.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_667.jpg,0,1,0,3.267912,179.84,1.683304,90.0989
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_782.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_782.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_782.jpg,0,1,0,4.674657,179.8671,1.682877,90.31658
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_02_898.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_02_898.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_02_898.jpg,0,1,0,6.064305,179.9036,1.682411,90.60864
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_025.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_025.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_025.jpg,0,1,0,7.43786,179.9492,1.681945,90.97417
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_134.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_134.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_134.jpg,-0.25,1,0,8.55444,179.9869,1.681565,91.33479
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_252.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_252.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_252.jpg,-0.5500001,0.8213235,0,9.712147,180.0054,1.68112,91.83143
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_373.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_373.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_373.jpg,-0.6679901,0.4575384,0,10.33853,179.9746,1.680725,92.37268
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_491.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_491.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_491.jpg,-0.3149595,0.1045078,0,10.54799,179.9227,1.680451,92.93354
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_612.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_612.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_612.jpg,0,0,0,10.41267,179.8914,1.680333,93.49445
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_734.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_734.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_734.jpg,0,0,0,10.28465,179.877,1.680338,94.04881
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_851.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_851.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_851.jpg,0,0,0,10.1607,179.8662,1.680394,94.59652
C:\Users\Caoimhe\Documents\deepLearning\data\IMG\center_2018_10_31_18_33_03_971.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\left_2018_10_31_18_33_03_971.jpg,C:\Users\Caoimhe\Documents\deepLearning\data\IMG\right_2018_10_31_18_33_03_971.jpg,0,0.1816231,0,10.15591,179.8562,1.68044,95.13963
